updated_at,file,line,rule_id,phrase,severity,treatment,replacement,reason,context
2026/05/26 11:15,display_wording_audit_20260525.html,716,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 if (category === &quot;保留&quot;) return &quot;数値は強くても、過熱・反応悪化・特殊要因が残るため、購入検討対象には上げず再判定待ちにします。&quot;; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,717,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,if (category === &quot;保留&quot;) return &quot;数値は強くても、過熱・反応悪化・特殊要因が残るため、購入検討対象には上げず再判定待ちにします。&quot;; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,741,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4384 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,743,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 action: &quot;悪い銘柄は除外。良い銘柄は6月の購入検討可否判定に残す。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,744,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,action: &quot;悪い銘柄は除外。良い銘柄は6月の購入検討可否判定に残す。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,750,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4398 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,752,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 action: &quot;良ければ6月判定の候補に残す。悪ければ購入検討対象から外す。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,753,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,action: &quot;良ければ6月判定の候補に残す。悪ければ購入検討対象から外す。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,759,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4405 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,761,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 action: &quot;良ければ6/18以降の購入検討可否判定へ進む。悪ければ延期または候補枠を縮小。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,762,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,action: &quot;良ければ6/18以降の購入検討可否判定へ進む。悪ければ延期または候補枠を縮小。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,768,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4419 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,770,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 action: &quot;良ければ6/18-6/24に購入検討可否判定へ進む。悪ければ延期。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,771,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,action: &quot;良ければ6/18-6/24に購入検討可否判定へ進む。悪ければ延期。&quot; 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,777,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,4422 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,779,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"注意 title: &quot;6/18-6/24 購入検討可否判定&quot;, 購入検討用スコア / 購入検討へ進めない"
2026/05/26 11:15,display_wording_audit_20260525.html,780,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,"title: &quot;6/18-6/24 購入検討可否判定&quot;, 購入検討用スコア / 購入検討へ進めない"
2026/05/26 11:15,display_wording_audit_20260525.html,786,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,130 売買判断 注意
2026/05/26 11:15,display_wording_audit_20260525.html,788,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,注意 重要: このフローを通過するまでは、スコアは売買判断ではなく、調査・検証の優先順位として扱います。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,789,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,重要: このフローを通過するまでは、スコアは売買判断ではなく、調査・検証の優先順位として扱います。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,795,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,156 売買判断 注意
2026/05/26 11:15,display_wording_audit_20260525.html,797,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,注意 停止 売買判断に進めない条件 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,798,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,停止 売買判断に進めない条件 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,804,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,169 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,806,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 購入検討対象と検証候補の混同 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,807,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討対象と検証候補の混同 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,813,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,173 売買判断 許容
2026/05/26 11:15,display_wording_audit_20260525.html,815,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,許容 2. 売買判断から隔離 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,816,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,2. 売買判断から隔離 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,822,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,174 売買判断 注意
2026/05/26 11:15,display_wording_audit_20260525.html,824,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,注意 未監査のスコアや質的イベント評価を、売買判断に使わない。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,825,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,未監査のスコアや質的イベント評価を、売買判断に使わない。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,831,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,177 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,833,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 予備候補は購入検討対象ではない 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,834,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,予備候補は購入検討対象ではない 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,840,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,215 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,842,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 購入検討用スコア 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,843,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討用スコア 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,849,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,225 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,851,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 不明なら購入検討対象にしない 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,852,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,不明なら購入検討対象にしない 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,858,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,270 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,860,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 購入ではなく購入検討 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,861,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入ではなく購入検討 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,867,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,301 売買判断 注意
2026/05/26 11:15,display_wording_audit_20260525.html,869,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,注意 売買判断への扱い 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,870,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,売買判断への扱い 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,876,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,324 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,878,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 過去検証データが未接続の銘柄は購入検討用スコアの根拠にしない。未接続領域は候補10社データ補完表で管理する。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,879,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,過去検証データが未接続の銘柄は購入検討用スコアの根拠にしない。未接続領域は候補10社データ補完表で管理する。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,885,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,331 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,887,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 勝てない候補は個別株比率を下げる。ゲート残存銘柄は購入検討へ進めない。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,888,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,勝てない候補は個別株比率を下げる。ゲート残存銘柄は購入検討へ進めない。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,894,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,352 売買判断 許容
2026/05/26 11:15,display_wording_audit_20260525.html,896,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,許容 解決までの道筋は、 課題の固定 → 売買判断から隔離 → データ棚卸し → 数式監査 → 100社前後の母集団固定 → 量的選別 → 質的イベント検証 → 決算後反応 → 除外ゲート → 10社候補 → 6月イベント後判定 です。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,897,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,解決までの道筋は、 課題の固定 → 売買判断から隔離 → データ棚卸し → 数式監査 → 100社前後の母集団固定 → 量的選別 → 質的イベント検証 → 決算後反応 → 除外ゲート → 10社候補 → 6月イベント後判定 です。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,903,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,353 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,905,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 このフローの途中で止まる項目がある場合、その銘柄は購入検討対象ではなく、調査候補または保留に戻します。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,906,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,このフローの途中で止まる項目がある場合、その銘柄は購入検討対象ではなく、調査候補または保留に戻します。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,912,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,42 売買判断 注意
2026/05/26 11:15,display_wording_audit_20260525.html,914,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,注意 現時点の扱い: 現システムは売買判断補助システムではなく、NISA 1年保有の検証候補を絞るためのプロトタイプです。課題が未回収の項目は、売買判断には使いません。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,915,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,現時点の扱い: 現システムは売買判断補助システムではなく、NISA 1年保有の検証候補を絞るためのプロトタイプです。課題が未回収の項目は、売買判断には使いません。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,921,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,56 売買判断 許容
2026/05/26 11:15,display_wording_audit_20260525.html,923,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,許容 2. 売買判断から隔離 未監査の式や質的イベント評価は、探索候補だけに使う。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,924,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,2. 売買判断から隔離 未監査の式や質的イベント評価は、探索候補だけに使う。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,930,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,82 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,932,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 イベントは「候補発見」と「確認優先度」に限定し、本体の購入検討用スコアへ直接加点しない方針へ変更。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,933,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,イベントは「候補発見」と「確認優先度」に限定し、本体の購入検討用スコアへ直接加点しない方針へ変更。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,939,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,85 売買判断 注意
2026/05/26 11:15,display_wording_audit_20260525.html,941,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,注意 売買判断には未使用。探索入口としてのみ使用。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,942,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,売買判断には未使用。探索入口としてのみ使用。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,948,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,97 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,950,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 購入検討対象と調査候補が混ざって見える 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,951,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,購入検討対象と調査候補が混ざって見える 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,957,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,100 購入検討 注意
2026/05/26 11:15,display_wording_audit_20260525.html,959,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,注意 10社は「検証候補」とし、予備2社は購入検討対象ではないと明記。6月判定ルールも追加。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,960,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,10社は「検証候補」とし、予備2社は購入検討対象ではないと明記。6月判定ルールも追加。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,966,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,103 売買判断 許容
2026/05/26 11:15,display_wording_audit_20260525.html,968,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,許容 現段階の売買判断は不可。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,969,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,現段階の売買判断は不可。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,975,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,109 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,977,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 未取得は0点や仮値にせず、購入検討用スコアから外す表を追加。参考点と採用点も分離。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,978,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,未取得は0点や仮値にせず、購入検討用スコアから外す表を追加。参考点と採用点も分離。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,984,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,112 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,986,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 未取得が多い銘柄は購入検討へ進めない。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,987,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,未取得が多い銘柄は購入検討へ進めない。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,993,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,148 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,995,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 勝てない候補は個別株比率を下げる。ゲート残存銘柄は購入検討へ進めない。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,996,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,勝てない候補は個別株比率を下げる。ゲート残存銘柄は購入検討へ進めない。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,1002,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,24 売買判断 許容
2026/05/26 11:15,display_wording_audit_20260525.html,1004,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,許容 目的: 画面上の旧表現が、実際に買ってよい銘柄のように見える問題を減らすため、現行導線の表示を「検証候補」「購入検討用スコア」「売買判断ではない判断補助」に整理しました。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,1004,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 目的: 画面上の旧表現が、実際に買ってよい銘柄のように見える問題を減らすため、現行導線の表示を「検証候補」「購入検討用スコア」「売買判断ではない判断補助」に整理しました。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,1005,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,目的: 画面上の旧表現が、実際に買ってよい銘柄のように見える問題を減らすため、現行導線の表示を「検証候補」「購入検討用スコア」「売買判断ではない判断補助」に整理しました。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,1011,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,24 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,1013,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,許容 目的: 画面上の旧表現が、実際に買ってよい銘柄のように見える問題を減らすため、現行導線の表示を「検証候補」「購入検討用スコア」「売買判断ではない判断補助」に整理しました。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,1013,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 目的: 画面上の旧表現が、実際に買ってよい銘柄のように見える問題を減らすため、現行導線の表示を「検証候補」「購入検討用スコア」「売買判断ではない判断補助」に整理しました。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,1014,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,目的: 画面上の旧表現が、実際に買ってよい銘柄のように見える問題を減らすため、現行導線の表示を「検証候補」「購入検討用スコア」「売買判断ではない判断補助」に整理しました。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,1020,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,25 売買判断 注意
2026/05/26 11:15,display_wording_audit_20260525.html,1022,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,注意 結論: 現行ページでは、スコアは売買判断ではなく、NISA 1年保有テストの検証候補を絞るための材料として扱います。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,1023,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,結論: 現行ページでは、スコアは売買判断ではなく、NISA 1年保有テストの検証候補を絞るための材料として扱います。 売買判断ではない / 判断補助
2026/05/26 11:15,display_wording_audit_20260525.html,1029,R13,購入検討,CONTEXT,要確認,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,34 購入検討 許容
2026/05/26 11:15,display_wording_audit_20260525.html,1031,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,許容 旧: 購入を連想させるスコア表現 購入検討用スコア 点数が出ても売買指示ではなく、必須データと除外条件を通ったかを見る補助点だから。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,1032,R13,購入検討,CONTEXT,許容,購入検討用スコア / 購入検討へ進めない,ゲートや非採用説明なら可。購入対象の断定には使わない。,旧: 購入を連想させるスコア表現 購入検討用スコア 点数が出ても売買指示ではなく、必須データと除外条件を通ったかを見る補助点だから。 購入検討用スコア / 購入検討へ進めない
2026/05/26 11:15,display_wording_audit_20260525.html,1038,R12,売買判断,CONTEXT,要確認,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,35 売買判断 許容
2026/05/26 11:15,display_wording_audit_20260525.html,1040,R12,売買判断,CONTEXT,許容,売買判断ではない / 判断補助,否定文・注意文なら可。肯定文では不可。,許容 旧: 実施確定に見える判断表現 売買判断ではない判断補助 最終判断は証券会社画面、最新IR、リスク許容度確認を通す必要があるため。 売買判断ではない / 判断補助
